id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
9.07E+17,Rental unit in Rotterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,,248680026,3/13/2019,"Hi! After living for more than 10 years in Rotterdam we (wife, daughter and myself) moved to the suburbs and just started to rent out our apartment in the city center.  The location is close to several fun places and the subway is just a 2 min. walk

Feel free to ask us anything!",N/A,N/A,96%,t,1,t,t,Dijkzigt,Entire rental unit,Entire home/apt,3,1.5 baths,2,[],,2,30,15,4.8,4.87,4.93,5,4.93,4.87,4.73,f,2.47
9.07E+17,Rental unit in Rotterdam · ★4.20 · 1 bedroom · 1 bed · 1.5 baths,,131622113,5/23/2017,,within an hour,100%,97%,f,4,t,t,Cool,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$215.00 ,4,365,5,4.2,4.4,4,4.2,3.8,4.8,4,t,1.21
9.07E+17,Rental unit in Rotterdam · 1 bedroom · 4 beds · 1 bath,,518363964,6/5/2023,,N/A,N/A,100%,f,1,f,t,Stadsdriehoek,Entire rental unit,Entire home/apt,5,1 bath,4,[],$207.00 ,2,365,0,,,,,,,,t,
9.07E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,415935303,7/30/2021,,within a few hours,100%,73%,t,3,t,t,Liskwartier,Private room in rental unit,Private room,2,1.5 baths,1,[],$89.00 ,2,365,1,5,5,5,5,5,4,4,f,0.17
9.09E+17,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1 bath,,42103117,8/21/2015,,N/A,N/A,100%,f,2,t,t,Noordereiland,Entire rental unit,Entire home/apt,2,1 bath,1,[],$165.00 ,2,60,2,4.5,4,4.5,5,4.5,4.5,4,f,0.34
9.09E+17,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,"Het Oude Noorden is een opkomende buurt met allemaal leuke plekjes om te eten en drinken, van goede koffie tot traditionele kroegen. Iedere zaterdag is er een hele leuke en gezellige markt in de buurt. Allemaal op loopafstand en 20 minuten lopen vanaf Centraal Station.",12541191,2/24/2014,"Ik houd van reizen, nieuwe mensen en ervaringen, muziek, natuur en lekker eten.",N/A,N/A,100%,f,1,t,t,Oude Noorden,Entire home,Entire home/apt,2,1 bath,1,[],$125.00 ,5,8,2,5,5,5,5,5,5,5,f,0.35
9.10E+17,Home in Rotterdam · 5 bedrooms · 5 beds · 2 baths,,71543403,5/11/2016,,within an hour,100%,100%,f,2,t,t,Kop van Zuid - Entrepot,Entire home,Entire home/apt,8,2 baths,5,[],$303.00 ,3,365,0,,,,,,,,t,
9.10E+17,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,"10 min met de watertaxi naar het centrum. Heerlijk rustig aan de Maas, tegenover de Kuip.",420427758,8/27/2021,"Gezellige dame die van het leven houdt. Heeft altijd mensen over de vloer en kookt voor iedereen. Deur staat letterlijk open voor een hapje en een drankje voor iedereen. Kookt voor oudere eenzame mensen maar heeft ook een cateringbedrijf...
Een echte Bourgondiër, een echte gastvrouw.",within an hour,100%,100%,f,1,t,t,Oud IJsselmonde,Private room in condo,Private room,1,1 shared bath,1,[],$175.00 ,1,1,4,5,5,5,5,5,5,5,f,0.63
9.12E+17,Cabin in Hoek van Holland · ★4.75 · 2 bedrooms · 3 beds · 1 bath,,428901737,10/25/2021,,within an hour,100%,100%,f,1,t,t,Strand en Duin,Entire cabin,Entire home/apt,4,1 bath,3,[],$150.00 ,3,14,4,4.75,4.25,4.25,4.75,5,4.75,4.75,f,0.63
9.13E+17,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Located at the Hofplein fountain and the City Hall of Rotterdam. Close to popular streets and places.<br />- Meent<br />- Blaak<br />- Rotterdam Centraal<br />- Lijnbaan<br />- Witte de Witstraat<br />- Erasmusbrug<br />- Markthal<br />- Coolsingel<br />- Stadhuisplein,519799373,6/13/2023,,a few days or more,0%,77%,f,1,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,4,1 bath,2,[],,3,12,7,5,4.86,4.57,4.86,4.86,4.86,4.71,f,1.62
9.13E+17,Home in Rotterdam · ★5.0 · 3 bedrooms · 4 beds · 2 baths,,9501530,10/18/2013,,within a day,100%,64%,f,1,t,t,Liskwartier,Entire home,Entire home/apt,6,2 baths,4,[],$299.00 ,2,14,5,5,4.8,4.8,5,5,4.8,4.6,f,0.86
9.14E+17,Rental unit in Rotterdam · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,,80313038,6/27/2016,,within a few hours,100%,100%,f,1,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,5,1.5 baths,2,[],$197.00 ,2,365,3,5,5,5,5,5,5,5,f,0.71
9.14E+17,Rental unit in Rotterdam · 2 bedrooms · 3 beds · 1.5 baths,,7199799,6/30/2013,,N/A,N/A,83%,f,2,t,t,Overschie,Entire rental unit,Entire home/apt,5,1.5 baths,3,[],,2,365,2,5,5,5,5,5,5,5,t,0.33
9.14E+17,Rental unit in Rotterdam · ★3.75 · 1 bedroom · 1 bed · 1 bath,,42798687,8/28/2015,,N/A,N/A,100%,f,1,t,t,Kralingen West,Entire rental unit,Entire home/apt,2,1 bath,1,[],$111.00 ,7,30,4,3.75,4,3.75,4,4,4,3.75,f,0.69
9.15E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,210304467,8/18/2018,I am a computer engineer and my girlfriend is a mechanical engineer. We love travelling in our free times and exploring the world.,a few days or more,0%,0%,f,1,t,t,Cool,Entire rental unit,Entire home/apt,3,1 bath,1,[],$120.00 ,3,21,0,,,,,,,,f,
9.15E+17,Condo in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,"Het is rustig wonen en het appartement is goed geisoleerd tegen kou en geluid. Er kan op de 5e verdieping gebruik gemaakt worden van het dakterras. De Markthal, Kubuswoningen en Station Blaak is op loopafstand.",130307891,5/14/2017,"The world is a book and those who not travel, read only one page",N/A,N/A,67%,f,1,t,t,Stadsdriehoek,Entire condo,Entire home/apt,2,1.5 baths,2,[],$140.00 ,5,20,2,4.5,5,5,5,5,4.5,5,f,0.43
9.16E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"We adore the neighborhood we live in. It has a cosy and communal vibe, but at the same time breathes the cosmopolitanism and vibrancy of Rotterdam. On Saturdays there is a lovely organic farmer's market at Noordplein (5 minutes walk). The river 'de Rotte' is a 2 minute walk and leads you to some beautiful green spots in the city. At Zwart Janstraat (2 min walk) you find everything you need in terms of groceries, little supermarket, fresh bread, nuts, lovely Moroccan breakfasts and more. At Zwaanshals (1 min walk) you find some of the most interesting and creative stores in Rotterdam, as well as various lovely second hand clothes shops. The house is close to various cafés like Tom's coffee, Hopper, Bonza and all-day breakfast at Wolly. Restaurants are also well-represented in the neighborhood ranging from the hip and delicious middle-Eastern Mecca to Spanish tapas at Destino, Italian delicacies at Mangiare, top (and relatively cheap) pizzas from Salerno.",7306355,7/5/2013,"Belgian/Dutch couple with Zambian/Portuguese roots. Temwa is a sociologist and house father for our two small children. Temwa is a surf/skate enthousiast and loves 60s and 70s rock 'n roll. As a host he is friendly, welcoming and delicate. His partner Melissa is an anthropologist and works as assistant professor at University.",within a day,100%,100%,f,5,t,t,Oude Noorden,Entire rental unit,Entire home/apt,4,1 bath,2,[],$101.00 ,4,40,3,5,5,4.67,5,5,4.67,4.67,f,0.54
9.16E+17,Home in Rotterdam · ★4.43 · 1 bedroom · 1 bed · 1 bath,,406517090,6/11/2021,,within a day,100%,71%,f,1,t,t,Hillegersberg Zuid,Entire home,Entire home/apt,2,1 bath,1,[],$110.00 ,2,365,7,4.43,4.86,4.29,4.86,4.57,4.43,4.43,f,1.23
9.17E+17,Home in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,32329604,5/1/2015,"Together with friends and kids I love to travel to peaceful green places and interesting cities. Looking for culture & art, good food & fun.",within a day,100%,33%,f,1,t,t,Carnisse,Entire home,Entire home/apt,5,1 bath,3,[],$134.00 ,1,365,1,5,5,5,5,5,4,5,f,0.23
9.17E+17,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,44740754,9/21/2015,,N/A,N/A,100%,f,2,t,t,Nieuwe Werk,Entire rental unit,Entire home/apt,4,1 bath,2,[],$300.00 ,2,365,2,5,5,5,5,5,5,5,f,0.51
9.18E+17,Rental unit in Rotterdam · ★4.38 · 2 bedrooms · 2 beds · 2 baths,"Fine, friendly and especially green environment close to the center of Rotterdam. Within walking distance all kinds of different restaurants, cafes and other amenities. Several supermarkets nearby.",389767528,2/23/2021,,within a day,100%,83%,f,1,t,t,Kralingen West,Entire rental unit,Entire home/apt,4,2 baths,2,[],$214.00 ,2,1125,8,4.38,4.25,3.75,4.5,4.75,4.63,4.38,f,1.38
9.18E+17,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 3 beds · 1 bath,A lively multicultural neighbourhood where most neighbours know eachother. Also a very creative and artistic community.,130107935,5/13/2017,"I live with River, my son. He has autism, and we are approaching this in a very relaxed and untraditional way.  He is unschooled. I am a writer and a newspaper journalist/columnist. We have an international family and travel a lot. We do airbnb of our groundfloor appartment of our 3 story townhouse to make some extra income and also to donate to our foundation, Incluzivo, aimed at developing creative projects for kids with and without autism.",within a few hours,100%,94%,t,2,t,t,Carnisse,Entire rental unit,Entire home/apt,4,1 bath,3,[],$80.00 ,2,20,24,4.8,4.84,4.8,4.88,4.96,4.6,4.8,f,4.11
9.19E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,9292201,10/7/2013,,N/A,N/A,75%,f,1,t,t,Kralingen Oost,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$120.00 ,1,30,3,5,5,5,5,5,5,5,f,0.51
9.19E+17,Home in Rotterdam · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,,521193203,6/21/2023,,within an hour,100%,88%,t,1,f,t,Stadsdriehoek,Entire home,Entire home/apt,6,1.5 baths,4,[],$174.00 ,2,365,21,4.95,5,4.86,4.76,4.95,4.95,4.95,f,4.7
9.19E+17,Home in Hoogvliet Rotterdam · ★4.86 · 3 bedrooms · 3 beds · 1 bath,,27979548,2/19/2015,"Hi! Ik ben Jennifer en woon met mijn zoontje Mayson in mijn fijne stekje vlakbij Rotterdam. Mijn twintiger jaren bracht ik voornamelijk in het buitenland door: ik heb in Bangladesh en Uganda gewoond en gewerkt, en daardoor veel gereisd in Azië en Afrika. De reislustigheid is er nog steeds, maar ik kan ook inmiddels ook ontzettend genieten van mijn thuisbasis en het ontdekken van mooie plekjes binnen Nederland!",within a few hours,100%,55%,f,1,t,t,Hoogvliet Zuid,Entire home,Entire home/apt,5,1 bath,3,[],$155.00 ,2,30,7,4.86,4.86,4.83,5,5,4.86,4.57,f,1.5
9.19E+17,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,15209853,5/7/2014,,within a day,100%,20%,f,1,t,t,Oude Noorden,Entire rental unit,Entire home/apt,4,1 bath,2,[],,5,24,1,5,5,5,5,5,5,5,f,0.21
9.20E+17,Rental unit in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,,389644133,2/22/2021,,N/A,N/A,75%,f,1,t,t,Oude Westen,Private room in rental unit,Private room,2,1 bath,1,[],$84.00 ,1,2,3,4.67,4.67,4.67,4.67,4.67,4.67,4.33,f,0.86
9.20E+17,Condo in Rotterdam · ★4.95 · 1 bedroom · 1 bed · 1 bath,"Het Witte de Withkwartier is het kloppende hart van de Rotterdamse kunstscene en staat bekend om het bruisende nachtleven. Omdat de Witte de Withstraat het Museumpark en het Maritiem Museum met elkaar verbindt, wordt deze wel de kunstas van Rotterdam genoemd. Erasmusbrug, Euromast, Spido en mooiste stukje Rotterdam; de Veerhaven en het Park op loopafstand.",54305377,1/12/2016,,within an hour,100%,98%,t,1,t,t,Cool,Entire condo,Entire home/apt,2,1 bath,1,[],$71.00 ,2,8,37,4.95,4.89,4.95,4.97,5,4.97,4.81,t,6.34
9.21E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,23892978,11/18/2014,,within a few hours,100%,68%,f,1,t,t,Kralingen West,Entire rental unit,Entire home/apt,2,1 bath,1,[],$123.00 ,3,365,7,5,5,4.86,4.86,5,5,4.71,f,1.26
9.21E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 shared baths,,437057597,12/22/2021,"I'm a Dutch-Colombian dude that loves exploring the world and languages.
I would like to say I'm a hystorian or evolutionary psychologist, but no I'm a software engineer, I live in the Netherlands but my heart is in Colombia.",within a day,50%,13%,f,1,t,t,Nieuwe Westen,Private room in rental unit,Private room,1,1.5 shared baths,1,[],$65.00 ,5,30,0,,,,,,,,f,
9.22E+17,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1.5 baths,,11734127,1/28/2014,,within a day,90%,0%,f,1,t,t,Kralingen Oost,Entire rental unit,Entire home/apt,4,1.5 baths,1,[],$140.00 ,2,60,0,,,,,,,,f,
9.23E+17,Rental unit in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,0,,,,,,,,f,
9.23E+17,Rental unit in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,0,,,,,,,,f,
9.23E+17,Rental unit in Rotterdam · ★4.50 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,10,4.5,5,4.9,4.5,4.8,4.7,4.6,f,1.96
9.23E+17,Rental unit in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,0,,,,,,,,f,
9.24E+17,Home in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,,143876316,8/2/2017,,within an hour,100%,90%,t,1,t,t,Nieuwe Westen,Private room in home,Private room,2,1 shared bath,1,[],$117.00 ,1,1125,11,4.91,4.82,5,4.73,4.91,4.73,4.73,f,1.89
9.24E+17,Rental unit in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,2,5,5,5,5,5,5,5,f,0.39
9.24E+17,Rental unit in Rotterdam · ★4.70 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,10,4.7,4.5,4.8,4.6,4.9,4.3,4.5,t,1.95
9.24E+17,Rental unit in Rotterdam · ★4.27 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,11,4.27,4.64,4.45,4.09,4.55,4.55,4.18,f,2.13
9.24E+17,Rental unit in Rotterdam · ★4.86 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,14,4.86,4.93,4.93,4.93,4.93,4.86,4.71,f,3.16
9.24E+17,Rental unit in Rotterdam · ★4.70 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,10,4.7,4.9,4.9,4.9,4.8,4.5,4.7,f,2.05
9.24E+17,Rental unit in Rotterdam · ★4.43 · 3 bedrooms · 3 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Oude Noorden,Entire rental unit,Entire home/apt,5,1 bath,3,[],$117.00 ,30,180,7,4.43,4.86,4.57,4.57,5,4.43,4.57,f,1.4
9.26E+17,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1 bath,,523075140,7/1/2023,,a few days or more,0%,50%,f,1,f,t,Schiebroek,Entire rental unit,Entire home/apt,2,1 bath,1,[],$160.00 ,2,365,2,5,5,5,5,5,5,5,f,0.38
9.27E+17,Rental unit in Rotterdam · 2 bedrooms · 3 beds · 1 bath,,412015385,7/10/2021,,within a day,100%,54%,t,3,t,t,Hillegersberg Zuid,Entire rental unit,Entire home/apt,4,1 bath,3,[],$130.00 ,25,365,2,5,5,5,5,5,5,5,f,0.51
9.27E+17,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1.5 baths,,239487539,1/28/2019,Hi everybody! My name is Jesus ( i’m Spanish ) but I live in Holland  for a long time . I love to travel and to meet new people and cultures. My house is your house !,within an hour,100%,100%,f,2,t,t,Cool,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$260.00 ,7,30,1,4,5,4,5,5,5,4,f,0.24
9.30E+17,Home in Rotterdam · ★4.75 · 1 bedroom · 2 beds · 1 bath,"Metro station,Ahoy and. Zuidplein on walking distance",524123727,7/6/2023,,within an hour,100%,87%,f,1,t,t,Zuidplein,Entire home,Entire home/apt,3,1 bath,2,[],$105.00 ,2,6,4,4.75,5,4.75,5,5,5,4.75,t,0.9
9.30E+17,Home in Rotterdam · 5 bedrooms · 5 beds · 1 bath,,17736278,7/6/2014,,N/A,N/A,100%,f,1,t,t,Ommoord,Entire home,Entire home/apt,5,1 bath,5,[],$184.00 ,5,365,0,,,,,,,,f,
9.31E+17,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,,82056795,7/6/2016,,within a day,50%,0%,f,4,t,t,Bloemhof,Private room in home,Private room,2,1 bath,1,[],$75.00 ,365,365,0,,,,,,,,f,
9.33E+17,Condo in Rotterdam · 1 bedroom · 8 beds · 1.5 baths,erg leuk huis,428125443,10/19/2021,,within an hour,100%,75%,f,1,t,t,Nieuwe Westen,Private room in condo,Private room,2,1.5 baths,8,[],$54.00 ,3,365,0,,,,,,,,f,
9.34E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,384343525,1/13/2021,,within an hour,100%,67%,f,1,f,t,Liskwartier,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$82.00 ,5,8,1,5,5,4,5,5,4,5,t,0.22
9.34E+17,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,152598257,9/29/2017,,N/A,N/A,100%,f,1,t,t,Rubroek,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$90.00 ,2,13,3,5,5,5,5,5,4.67,5,f,0.67
9.37E+17,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1.5 baths,,51596514,12/17/2015,"I am a corporate researcher working for a large consultancy. I enjoy going on workcations and rent out my own place at the same time.

I have travelled to over 60 countries and enjoy sharing stories and chasing experiences. My life motto is 'to live ten lives in one, gaining as many experiences as possible, to give back to the community that supported my personal growth'.  ",within a day,90%,15%,f,5,t,t,Rubroek,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$160.00 ,3,365,1,5,5,4,5,5,4,4,f,0.25
9.38E+17,Rental unit in Rotterdam · ★4.61 · 1 bedroom · 1 bed · 1 bath,,75798210,6/4/2016,,within an hour,100%,100%,f,2,t,t,Oude Noorden,Entire rental unit,Entire home/apt,3,1 bath,1,[],$99.00 ,2,1125,23,4.61,4.78,4.17,4.61,4.91,4.83,4.57,f,5.19
9.38E+17,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,"Blijdorp, Rotterdam",139703926,7/10/2017,,N/A,N/A,100%,f,3,t,t,Blijdorp,Entire home,Entire home/apt,2,1 bath,1,[],,2,60,2,5,5,5,5,5,5,5,t,0.4
9.39E+17,Condo in Rotterdam · 1 bedroom · 3 beds · 1 private bath,,460531485,5/23/2022,,within a day,50%,23%,f,2,t,t,Stadsdriehoek,Private room in condo,Private room,2,1 private bath,3,[],$86.00 ,2,365,1,5,5,5,5,5,5,5,f,0.25
9.39E+17,Home in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 3.5 baths,"5 min walk from central station,<br />5 min to Zoo Blijdorp, 10 minutes to city centre. Old als multicultural area.<br /><br />Please contact us for cultural and sight seeing tips (not only the touristic ones, but the places where real Rotterdammers go to 😀)",33346850,5/14/2015,"Hello traveller!

Great you look on our page! Together with my wife Manon, we live in the amazing city of Rotterdam. We enjoy, every day again, the urban live and the dynamics or our typical harbour city. In the daily live, I work as a Data Analyst and my wife Manon is a general practioner. 

Next to this, we love adventurous travels, we cannot without books and we are always eager to meet new people from all over the world. 

",within a few hours,86%,82%,f,2,t,t,Middelland,Entire home,Entire home/apt,5,3.5 baths,2,[],$175.00 ,2,14,2,5,4.67,4,5,5,5,4.67,f,0.48
9.39E+17,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,526743096,7/19/2023,,within an hour,100%,92%,f,1,t,t,Struisenburg,Entire rental unit,Entire home/apt,4,1 bath,2,[],$225.00 ,2,60,6,5,5,4.67,5,5,5,5,f,1.27
9.40E+17,Tiny home in Hoek van Holland · 1 bedroom · 1 bed · 1 bath,,73898743,5/25/2016,"Mijn naam is Kelly en ik ben een sportieve 26jarige die lekker geniet van het leven. Vaak ga ik met mijn vrienden op stap en doen we allemaal leuke uitjes met elkaar. Het huisje wat ik verhuur is mijn pareltje. Als ik het vakantie park op wandel, dan komt er een deken van rust over me heen en dit gun ik iedereen.",N/A,N/A,100%,f,1,t,t,Strand en Duin,Tiny home,Entire home/apt,2,1 bath,1,[],,1,365,0,,,,,,,,f,
9.40E+17,Condo in Rotterdam · ★4.50 · 3 bedrooms · 5 beds · 1.5 baths,"De buurt ligt aan het stadscentrum van Rotterdam. Op loopafstand bevinden zich winkels, uitgaansgelegenheden, bezienswaardigheden en restaurants.",526521175,7/18/2023,,within an hour,100%,98%,f,3,f,t,Nieuwe Westen,Entire condo,Entire home/apt,6,1.5 baths,5,[],$257.00 ,2,30,18,4.5,4.78,4.22,4.94,4.89,4.78,4.5,t,5.87
9.41E+17,Bed and breakfast in Rotterdam · 1 bedroom · 1 bed · 1.5 shared baths,"In het noordoostelijkste puntje van Rotterdam, aan de Zevenhuizerplas, ligt de ruim opgezette nieuwbouwwijk Nesselande. De palmbomen en het brede strand aan de Siciliëboulevard geven je het gevoel dat je in een mondaine badplaats in Zuid-Europa bent. Niets is minder waar, je bent in de gemeente Rotterdam.<br /><br />Het is strand in Nesselande is een goed alternatief voor de drukbezochte badplaatsen in de zomer. Het verschil met een zeestrand is dat er geen duinen zijn, maar moderne hoogbouw. Aan de Siciliëboulevard en het Maltaplein vind je niet alleen eetgelegenheden en ijssalons, maar ook supermarkten en drogisterijen. Handig voor als je de zonnebrandcrème vergeten bent.<br /><br />In de Zevenhuizerplas is een duidelijke scheiding tussen het gebied voor zwemmers en watersporters. Daardoor kan er goed en veilig worden gewindsurft, gezeild, gedoken en geroeid. Buiten de zomer is er ook genoeg te doen. Iedere zondag zijn de winkels geopend. Ook is Nesselande een mooi startpunt voor een",397799356,4/20/2021,,N/A,N/A,0%,f,1,t,t,Nesselande,Private room in bed and breakfast,Private room,2,1.5 shared baths,1,[],$70.00 ,1,365,0,,,,,,,,f,
9.41E+17,Rental unit in Rotterdam · 3 bedrooms · 4 beds · 1 bath,,4652398,1/10/2013,,within a few hours,100%,80%,f,2,t,t,Afrikaanderwijk,Entire rental unit,Entire home/apt,6,1 bath,4,[],$360.00 ,2,3,2,5,5,5,5,5,5,5,f,0.95
9.43E+17,Rental unit in Rotterdam · ★4.82 · 2 bedrooms · 2 beds · 1 bath,,31806562,4/23/2015,"Hi! I am Mark. I'm Dutch and live together with my girlfriend (Claudia) in Rotterdam. I love to travel and am very eager to explore new places and meet new people. I have lived in 3 different countries, and traveled all over the world. My favorite countries that I have been to are Thailand, Costa Rica, and Egypt. I am a responsible and clean person who respects other people's homes and leaves everything the way I found it.",within a day,90%,51%,f,1,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,4,1 bath,2,[],$280.00 ,2,14,11,4.82,4.91,4.73,4.91,4.91,4.82,4.45,f,2.62
9.44E+17,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 2 beds · 1 bath,,45570406,10/2/2015,Traveling the world with our little family,within a few hours,100%,96%,t,1,t,t,Cool,Entire rental unit,Entire home/apt,4,1 bath,2,[],,2,365,16,4.94,4.88,5,4.82,4.94,4.94,4.76,f,3.61
9.44E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,46081664,10/8/2015,Rotterdam resident exploring the world with AIRBNB,within an hour,100%,100%,f,1,t,t,Nieuwe Westen,Entire rental unit,Entire home/apt,2,1 bath,1,[],$62.00 ,1,365,1,3,5,3,4,5,5,5,f,0.53
